timestamp,page,ram_used_gb,ram_percent,gpu_used_mb,gpu_total_mb,gpu_free_mb
2026-01-26T14:07:48.215648,33,5.46,22.3,149,1244,187
2026-01-26T14:07:53.289733,34,5.92,24.2,149,1244,187
2026-01-26T14:07:54.236691,35,5.87,24.0,149,1244,187
2026-01-26T14:07:59.252874,36,5.83,23.8,149,1244,187
2026-01-26T14:08:00.189360,37,5.79,23.7,149,1244,187
2026-01-26T14:08:02.087618,38,5.79,23.7,149,1244,187
2026-01-26T14:08:03.986944,39,5.88,24.1,149,1244,187
2026-01-26T14:08:05.848673,40,5.80,23.7,149,1244,187
2026-01-26T14:08:07.895428,41,5.79,23.7,149,1244,187
2026-01-26T14:08:09.770785,42,5.88,24.0,149,1244,187
2026-01-26T14:08:11.547427,43,5.88,24.0,149,1244,187
2026-01-26T14:08:13.694611,44,5.80,23.7,149,1244,187
2026-01-26T14:08:15.575803,45,5.78,23.6,149,1244,187
2026-01-26T14:08:17.462220,46,5.89,24.1,149,1244,187
2026-01-26T14:08:19.395368,47,5.79,23.7,149,1244,187
2026-01-26T14:08:21.266080,48,5.79,23.7,149,1244,187
2026-01-26T14:08:23.140823,49,5.89,24.1,149,1244,187
2026-01-26T14:08:24.992780,50,5.82,23.8,149,1244,187
2026-01-26T14:08:26.848850,51,5.82,23.8,149,1244,187
2026-01-26T14:08:34.828838,52,6.27,25.6,149,1244,187
2026-01-26T14:08:35.897164,53,6.23,25.5,149,1244,187
2026-01-26T14:08:36.998858,54,6.31,25.8,149,1244,187
2026-01-26T14:08:38.119471,55,6.27,25.6,149,1244,187
2026-01-26T14:08:39.166846,56,6.23,25.5,149,1244,187
2026-01-26T14:08:40.219984,57,6.19,25.3,149,1244,187
2026-01-26T14:08:41.297372,58,6.15,25.1,149,1244,187
2026-01-26T14:08:42.343177,59,6.11,25.0,149,1244,187
2026-01-26T14:08:43.399211,60,6.06,24.8,149,1244,187
2026-01-26T14:08:44.479556,61,6.02,24.6,149,1244,187
2026-01-26T14:08:49.268981,62,5.82,23.8,149,1244,187
2026-01-26T14:08:50.296088,63,5.78,23.6,149,1244,187
2026-01-26T14:08:55.810432,64,5.96,24.4,149,1244,187
2026-01-26T14:08:56.885852,65,5.92,24.2,149,1244,187
2026-01-26T14:08:58.001454,66,5.88,24.0,149,1244,187
2026-01-26T14:08:59.094264,67,5.83,23.9,149,1244,187
2026-01-26T14:08:59.976734,68,5.80,23.7,149,1244,187
2026-01-26T14:09:04.827265,69,5.98,24.5,149,1244,187
2026-01-26T14:09:05.939692,70,5.94,24.3,149,1244,187
2026-01-26T14:09:06.949942,71,5.90,24.1,149,1244,187
2026-01-26T14:09:12.008753,72,5.93,24.2,149,1244,187
2026-01-26T14:09:13.081840,73,5.87,24.0,149,1244,187
2026-01-26T14:09:14.136178,74,5.82,23.8,149,1244,187
2026-01-26T14:09:15.249562,75,5.78,23.6,149,1244,187
2026-01-26T14:09:20.562661,76,5.90,24.1,149,1244,187
2026-01-26T14:09:21.698264,77,5.87,24.0,149,1244,187
2026-01-26T14:09:22.811828,78,5.83,23.8,149,1244,187
2026-01-26T14:09:23.871414,79,5.79,23.7,149,1244,187
2026-01-26T14:09:28.870293,80,6.00,24.6,149,1244,187
2026-01-26T14:09:29.987175,81,5.96,24.4,149,1244,187
2026-01-26T14:09:31.080596,82,5.92,24.2,149,1244,187
2026-01-26T14:09:35.824344,83,5.88,24.0,149,1244,187
2026-01-26T14:09:36.881819,84,5.83,23.8,149,1244,187
2026-01-26T14:09:40.981535,85,5.87,24.0,149,1244,187
2026-01-26T14:09:41.937689,86,5.83,23.8,149,1244,187
2026-01-26T14:09:46.780016,87,5.97,24.4,149,1244,187
2026-01-26T14:09:47.841518,88,5.92,24.2,149,1244,187
2026-01-26T14:09:54.539627,89,6.12,25.0,149,1244,187
2026-01-26T14:09:55.670744,90,6.08,24.9,149,1244,187
2026-01-26T14:09:56.742312,91,6.04,24.7,149,1244,187
2026-01-26T14:09:57.851479,92,6.00,24.5,149,1244,187
2026-01-26T14:09:58.934318,93,5.96,24.4,149,1244,187
2026-01-26T14:09:59.982022,94,5.92,24.2,149,1244,187
2026-01-26T14:10:01.031383,95,5.88,24.0,149,1244,187
2026-01-26T14:10:02.037696,96,5.84,23.9,149,1244,187
2026-01-26T14:10:06.301282,97,5.86,24.0,149,1244,187
2026-01-26T14:10:07.277430,98,5.82,23.8,149,1244,187
2026-01-26T14:10:12.537918,99,6.02,24.6,149,1244,187
2026-01-26T14:10:13.591175,100,5.98,24.5,149,1244,187
2026-01-26T14:10:14.598529,101,5.94,24.3,149,1244,187
2026-01-26T14:10:19.346390,102,5.88,24.0,149,1244,187
2026-01-26T14:10:20.385934,103,5.83,23.8,149,1244,187
2026-01-26T14:10:25.334598,104,5.93,24.2,149,1244,187
2026-01-26T14:10:26.389501,105,5.89,24.1,149,1244,187
2026-01-26T14:10:27.367202,106,5.85,23.9,149,1244,187
2026-01-26T14:10:31.672831,107,5.99,24.5,149,1244,187
2026-01-26T14:10:32.634393,108,5.94,24.3,149,1244,187
2026-01-26T14:10:36.949175,109,5.88,24.0,149,1244,187
2026-01-26T14:10:37.946693,110,5.95,24.3,149,1244,187
2026-01-26T14:10:43.267956,111,6.04,24.7,149,1244,187
2026-01-26T14:10:44.377887,112,6.00,24.5,149,1244,187
2026-01-26T14:10:45.322220,113,5.96,24.4,149,1244,187
2026-01-26T14:10:52.319914,114,6.14,25.1,149,1244,187
2026-01-26T14:10:53.431987,115,6.10,24.9,149,1244,187
2026-01-26T14:10:54.539408,116,6.06,24.8,149,1244,187
2026-01-26T14:10:55.617463,117,6.02,24.6,149,1244,187
2026-01-26T14:10:56.760049,118,5.98,24.4,149,1244,187
2026-01-26T14:10:57.858499,119,5.94,24.3,149,1244,187
2026-01-26T14:10:58.825866,120,5.90,24.1,149,1244,187
2026-01-26T14:11:07.221796,121,5.85,23.9,149,1244,187
2026-01-26T14:11:08.202866,122,5.81,23.7,149,1244,187
2026-01-26T14:11:13.610717,123,5.84,23.9,149,1244,187
2026-01-26T14:11:14.592449,124,5.79,23.7,149,1244,187
2026-01-26T14:11:20.888926,125,6.05,24.8,149,1244,187
2026-01-26T14:11:21.959035,126,6.01,24.6,149,1244,187
2026-01-26T14:11:23.024314,127,5.97,24.4,149,1244,187
2026-01-26T14:11:23.986840,128,5.93,24.3,149,1244,187
2026-01-26T14:11:28.648262,129,5.90,24.1,149,1244,187
2026-01-26T14:11:29.753787,130,5.86,24.0,149,1244,187
2026-01-26T14:11:30.731154,131,5.81,23.8,149,1244,187
2026-01-26T14:11:38.442243,132,6.12,25.0,149,1244,187
2026-01-26T14:11:39.488629,133,6.12,25.0,149,1244,187
2026-01-26T14:11:40.544710,134,6.08,24.9,149,1244,187
2026-01-26T14:11:41.610433,135,6.04,24.7,149,1244,187
2026-01-26T14:11:42.675914,136,6.00,24.5,149,1244,187
2026-01-26T14:11:43.736562,137,5.94,24.3,149,1244,187
2026-01-26T14:11:44.720442,138,5.89,24.1,149,1244,187
2026-01-26T14:11:49.704684,139,5.95,24.3,149,1244,187
2026-01-26T14:11:50.697391,140,5.91,24.2,149,1244,187
2026-01-26T14:11:55.601913,141,5.87,24.0,149,1244,187
2026-01-26T14:11:56.723044,142,5.83,23.8,149,1244,187
2026-01-26T14:11:57.733849,143,5.79,23.7,149,1244,187
2026-01-26T14:12:03.064647,144,5.90,24.1,149,1244,187
